ID;Perioden;BenzineEuro95_1;Diesel_2;Lpg_3
2304;20120423;1.8;1.447;0.794
2305;20120424;1.795;1.446;0.789
2306;20120425;1.789;1.446;0.791
2307;20120426;1.786;1.444;0.785
2308;20120427;1.788;1.446;0.786
2309;20120428;1.785;1.445;0.787
2310;20120429;1.783;1.445;0.791
2311;20120430;1.784;1.444;0.788
2312;20120501;1.785;1.446;0.785
2313;20120502;1.782;1.446;0.788
2314;20120503;1.779;1.445;0.784
2315;20120504;1.778;1.446;0.786
2316;20120505;1.77;1.442;0.776
2317;20120506;1.77;1.442;0.78
2318;20120507;1.769;1.443;0.778
2319;20120508;1.767;1.439;0.773
2320;20120509;1.763;1.434;0.768
2321;20120510;1.759;1.429;0.765
2322;20120511;1.758;1.427;0.756
2323;20120512;1.755;1.425;0.755
2324;20120513;1.756;1.425;0.754
2325;20120514;1.756;1.426;0.756
2326;20120515;1.756;1.426;0.754
2327;20120516;1.754;1.426;0.75
2328;20120517;1.745;1.424;0.746
2329;20120518;1.746;1.425;0.749
2330;20120519;1.744;1.423;0.749
2331;20120520;1.743;1.423;0.752
2332;20120521;1.744;1.425;0.746
2333;20120522;1.738;1.423;0.746
2334;20120523;1.738;1.422;0.738
2335;20120524;1.738;1.418;0.732
2336;20120525;1.739;1.417;0.727
2337;20120526;1.74;1.415;0.73
2338;20120527;1.74;1.415;0.732
2339;20120528;1.741;1.415;0.728
2340;20120529;1.741;1.417;0.726
2341;20120530;1.742;1.416;0.728
2342;20120531;1.742;1.416;0.725
2343;20120601;1.742;1.416;0.727
2344;20120602;1.736;1.407;0.726
2345;20120603;1.736;1.408;0.724
2346;20120604;1.738;1.409;0.722
2347;20120605;1.734;1.403;0.72
2348;20120606;1.731;1.4;0.718
2349;20120607;1.729;1.397;0.714
2350;20120608;1.729;1.397;0.717
2351;20120609;1.722;1.391;0.715
2352;20120610;1.722;1.391;0.715
2353;20120611;1.723;1.392;0.712
2354;20120612;1.719;1.388;0.712
2355;20120613;1.717;1.386;0.71
2356;20120614;1.713;1.384;0.705
2357;20120615;1.711;1.381;0.707
2358;20120616;1.708;1.376;0.699
2359;20120617;1.707;1.375;0.701
2360;20120618;1.709;1.377;0.706
2361;20120619;1.708;1.376;0.705
2362;20120620;1.708;1.374;0.701
2363;20120621;1.707;1.371;0.697
2364;20120622;1.703;1.369;0.696
2365;20120623;1.697;1.366;0.692
2366;20120624;1.697;1.367;0.699
2367;20120625;1.698;1.367;0.688
2368;20120626;1.698;1.367;0.693
2369;20120627;1.697;1.367;0.686
2370;20120628;1.696;1.367;0.685
2371;20120629;1.697;1.367;0.681
2372;20120630;1.695;1.365;0.682
2373;20120701;1.696;1.366;0.678
2374;20120702;1.697;1.367;0.682
2375;20120703;1.697;1.367;0.681
2376;20120704;1.699;1.371;0.677
2377;20120705;1.703;1.375;0.675
2378;20120706;1.71;1.38;0.675
2379;20120707;1.716;1.385;0.679
2380;20120708;1.718;1.385;0.677
2381;20120709;1.718;1.387;0.677
2382;20120710;1.725;1.391;0.676
2383;20120711;1.726;1.394;0.681
2384;20120712;1.726;1.396;0.684
2385;20120713;1.726;1.397;0.686
2386;20120714;1.729;1.402;0.694
2387;20120715;1.729;1.402;0.688
2388;20120716;1.731;1.404;0.695
2389;20120717;1.737;1.408;0.692
2390;20120718;1.742;1.415;0.695
2391;20120719;1.743;1.419;0.699
2392;20120720;1.749;1.429;0.696
2393;20120721;1.752;1.434;0.698
2394;20120722;1.753;1.435;0.7
2395;20120723;1.754;1.437;0.701
2396;20120724;1.756;1.437;0.701
2397;20120725;1.757;1.437;0.711
2398;20120726;1.757;1.436;0.711
2399;20120727;1.757;1.438;0.712
2400;20120728;1.753;1.436;0.707
2401;20120729;1.753;1.436;0.714
2402;20120730;1.754;1.437;0.71
2403;20120731;1.753;1.437;0.714
2404;20120801;1.752;1.437;0.713
2405;20120802;1.75;1.436;0.713
2406;20120803;1.749;1.437;0.715
2407;20120804;1.752;1.435;0.714
2408;20120805;1.752;1.435;0.712
2409;20120806;1.753;1.437;0.712
2410;20120807;1.753;1.437;0.716
2411;20120808;1.756;1.44;0.712
2412;20120809;1.76;1.445;0.714
2413;20120810;1.766;1.451;0.716
2414;20120811;1.768;1.45;0.723
2415;20120812;1.768;1.45;0.721
2416;20120813;1.77;1.452;0.725
2417;20120814;1.777;1.454;0.731
2418;20120815;1.784;1.457;0.732
2419;20120816;1.787;1.459;0.736
2420;20120817;1.797;1.466;0.735
2421;20120818;1.799;1.469;0.742
2422;20120819;1.799;1.469;0.737
2423;20120820;1.801;1.47;0.743
2424;20120821;1.805;1.474;0.753
2425;20120822;1.805;1.475;0.748
2426;20120823;1.805;1.475;0.753
2427;20120824;1.806;1.475;0.755
2428;20120825;1.806;1.473;0.755
2429;20120826;1.807;1.473;0.755
2430;20120827;1.808;1.475;0.752
2431;20120828;1.809;1.476;0.756
2432;20120829;1.808;1.476;0.759
2433;20120830;1.808;1.476;0.752
2434;20120831;1.809;1.476;0.754
2435;20120901;1.809;1.475;0.755
2436;20120902;1.809;1.474;0.76
2437;20120903;1.81;1.476;0.757
2438;20120904;1.815;1.476;0.755
2439;20120905;1.823;1.477;0.757
2440;20120906;1.824;1.476;0.759
2441;20120907;1.826;1.478;0.767
2442;20120908;1.825;1.478;0.778
2443;20120909;1.825;1.478;0.771
2444;20120910;1.826;1.479;0.776
2445;20120911;1.826;1.477;0.784
2446;20120912;1.826;1.476;0.784
2447;20120913;1.825;1.475;0.787
2448;20120914;1.827;1.476;0.787
2449;20120915;1.824;1.473;0.791
2450;20120916;1.825;1.473;0.786
2451;20120917;1.825;1.475;0.791
2452;20120918;1.823;1.474;0.797
2453;20120919;1.821;1.474;0.803
2454;20120920;1.817;1.472;0.804
2455;20120921;1.815;1.472;0.802
2456;20120922;1.812;1.471;0.804
2457;20120923;1.812;1.471;0.799
2458;20120924;1.813;1.472;0.799
2459;20120925;1.813;1.472;0.803
2460;20120926;1.813;1.473;0.801
2461;20120927;1.809;1.469;0.795
2462;20120928;1.808;1.468;0.793
2463;20120929;1.806;1.467;0.792
2464;20120930;1.806;1.467;0.793
2465;20121001;1.824;1.483;0.8
2466;20121002;1.83;1.487;0.804
2467;20121003;1.83;1.486;0.802
2468;20121004;1.827;1.484;0.807
2469;20121005;1.827;1.485;0.803
2470;20121006;1.825;1.484;0.805
2471;20121007;1.826;1.484;0.806
2472;20121008;1.827;1.486;0.806
2473;20121009;1.827;1.486;0.801
2474;20121010;1.827;1.486;0.806
2475;20121011;1.826;1.493;0.804
2476;20121012;1.827;1.496;0.806
2477;20121013;1.826;1.498;0.8
2478;20121014;1.826;1.499;0.801
2479;20121015;1.827;1.5;0.802
2480;20121016;1.823;1.501;0.801
2481;20121017;1.816;1.502;0.807
2482;20121018;1.812;1.5;0.801
2483;20121019;1.809;1.497;0.804
2484;20121020;1.804;1.494;0.798
2485;20121021;1.805;1.494;0.796
2486;20121022;1.806;1.496;0.803
2487;20121023;1.798;1.493;0.8
2488;20121024;1.788;1.492;0.806
2489;20121025;1.783;1.489;0.798
2490;20121026;1.781;1.489;0.803
2491;20121027;1.774;1.484;0.8
2492;20121028;1.774;1.485;0.806
2493;20121029;1.775;1.486;0.8
2494;20121030;1.774;1.486;0.802
2495;20121031;1.773;1.485;0.803
2496;20121101;1.772;1.483;0.803
2497;20121102;1.774;1.485;0.8
2498;20121103;1.772;1.481;0.8
2499;20121104;1.772;1.482;0.804
2500;20121105;1.773;1.483;0.801
2501;20121106;1.773;1.483;0.806
2502;20121107;1.77;1.483;0.809
2503;20121108;1.766;1.48;0.812
2504;20121109;1.766;1.479;0.812
2505;20121110;1.764;1.475;0.811
2506;20121111;1.764;1.475;0.806
2507;20121112;1.765;1.477;0.809
2508;20121113;1.765;1.475;0.81
2509;20121114;1.764;1.474;0.806
2510;20121115;1.761;1.472;0.812
2511;20121116;1.763;1.473;0.81
2512;20121117;1.759;1.471;0.804
2513;20121118;1.76;1.471;0.814
2514;20121119;1.761;1.473;0.81
2515;20121120;1.761;1.475;0.811
2516;20121121;1.761;1.474;0.809
2517;20121122;1.759;1.472;0.812
2518;20121123;1.76;1.474;0.809
2519;20121124;1.758;1.472;0.811
2520;20121125;1.759;1.472;0.807
2521;20121126;1.759;1.474;0.809
2522;20121127;1.758;1.474;0.816
2523;20121128;1.756;1.473;0.808
2524;20121129;1.755;1.471;0.809
2525;20121130;1.757;1.472;0.811
2526;20121201;1.755;1.468;0.815
2527;20121202;1.754;1.468;0.812
2528;20121203;1.755;1.47;0.811
2529;20121204;1.755;1.468;0.809
2530;20121205;1.75;1.466;0.811
2531;20121206;1.746;1.463;0.807
2532;20121207;1.743;1.46;0.812
2533;20121208;1.736;1.452;0.812
2534;20121209;1.737;1.452;0.811
2535;20121210;1.737;1.454;0.813
2536;20121211;1.736;1.449;0.812
2537;20121212;1.736;1.446;0.814
2538;20121213;1.734;1.445;0.812
2539;20121214;1.733;1.447;0.811
2540;20121215;1.728;1.443;0.81
2541;20121216;1.728;1.443;0.811
2542;20121217;1.729;1.445;0.813
2543;20121218;1.727;1.445;0.806
2544;20121219;1.725;1.442;0.805
2545;20121220;1.721;1.437;0.805
2546;20121221;1.722;1.437;0.802
2547;20121222;1.716;1.434;0.803
2548;20121223;1.716;1.434;0.807
2549;20121224;1.717;1.436;0.803
2550;20121225;1.714;1.434;0.798
2551;20121226;1.713;1.434;0.797
2552;20121227;1.711;1.433;0.801
2553;20121228;1.713;1.434;0.793
2554;20121229;1.712;1.433;0.8
2555;20121230;1.713;1.433;0.798
2556;20121231;1.713;1.435;0.798
2557;20130101;1.724;1.441;0.812
2558;20130102;1.724;1.443;0.807
2559;20130103;1.725;1.442;0.814
2560;20130104;1.733;1.444;0.799
2561;20130105;1.733;1.443;0.805
2562;20130106;1.733;1.443;0.808
2563;20130107;1.734;1.444;0.801
2564;20130108;1.738;1.445;0.792
2565;20130109;1.742;1.449;0.795
2566;20130110;1.742;1.449;0.791
2567;20130111;1.744;1.453;0.792
2568;20130112;1.743;1.452;0.791
2569;20130113;1.743;1.452;0.794
2570;20130114;1.744;1.455;0.788
2571;20130115;1.745;1.454;0.791
2572;20130116;1.744;1.454;0.789
2573;20130117;1.743;1.453;0.791
2574;20130118;1.744;1.453;0.786
2575;20130119;1.742;1.451;0.787
2576;20130120;1.742;1.452;0.791
2577;20130121;1.743;1.455;0.785
2578;20130122;1.743;1.454;0.784
2579;20130123;1.744;1.455;0.786
2580;20130124;1.743;1.453;0.788
2581;20130125;1.747;1.457;0.787
2582;20130126;1.751;1.456;0.789
2583;20130127;1.751;1.456;0.789
2584;20130128;1.753;1.458;0.786
2585;20130129;1.754;1.459;0.787
2586;20130130;1.756;1.458;0.786
2587;20130131;1.756;1.457;0.788
2588;20130201;1.761;1.461;0.781
2589;20130202;1.763;1.46;0.778
2590;20130203;1.764;1.46;0.779
2591;20130204;1.765;1.462;0.781
2592;20130205;1.765;1.463;0.778
2593;20130206;1.767;1.462;0.784
2594;20130207;1.769;1.462;0.782
2595;20130208;1.772;1.464;0.783
2596;20130209;1.772;1.464;0.777
2597;20130210;1.773;1.464;0.78
2598;20130211;1.774;1.466;0.778
2599;20130212;1.778;1.469;0.778
2600;20130213;1.783;1.474;0.777
2601;20130214;1.781;1.473;0.778
2602;20130215;1.787;1.478;0.777
2603;20130216;1.794;1.477;0.778
2604;20130217;1.794;1.478;0.783
2605;20130218;1.796;1.48;0.774
2606;20130219;1.799;1.482;0.78
2607;20130220;1.802;1.482;0.78
2608;20130221;1.801;1.48;0.776
2609;20130222;1.803;1.482;0.779
2610;20130223;1.802;1.48;0.779
2611;20130224;1.801;1.48;0.784
2612;20130225;1.803;1.482;0.77
2613;20130226;1.803;1.481;0.773
2614;20130227;1.802;1.479;0.777
2615;20130228;1.801;1.474;0.77
2616;20130301;1.802;1.475;0.774
2617;20130302;1.793;1.468;0.775
2618;20130303;1.793;1.467;0.776
2619;20130304;1.793;1.468;0.773
2620;20130305;1.791;1.466;0.774
2621;20130306;1.788;1.464;0.775
2622;20130307;1.784;1.462;0.767
2623;20130308;1.785;1.464;0.771
2624;20130309;1.779;1.46;0.763
2625;20130310;1.78;1.46;0.765
2626;20130311;1.781;1.461;0.765
2627;20130312;1.775;1.458;0.76
2628;20130313;1.769;1.455;0.759
2629;20130314;1.764;1.453;0.755
2630;20130315;1.761;1.45;0.758
2631;20130316;1.755;1.444;0.751
2632;20130317;1.756;1.444;0.754
2633;20130318;1.756;1.446;0.751
2634;20130319;1.755;1.444;0.749
2635;20130320;1.754;1.443;0.751
2636;20130321;1.751;1.437;0.746
2637;20130322;1.752;1.435;0.747
2638;20130323;1.75;1.432;0.744
2639;20130324;1.748;1.43;0.748
2640;20130325;1.751;1.434;0.75
2641;20130326;1.753;1.434;0.746
2642;20130327;1.756;1.433;0.749
2643;20130328;1.759;1.432;0.75
2644;20130329;1.765;1.434;0.743
2645;20130330;1.768;1.435;0.743
2646;20130331;1.769;1.436;0.752
2647;20130401;1.77;1.436;0.746
2648;20130402;1.772;1.438;0.744
2649;20130403;1.774;1.442;0.739
2650;20130404;1.773;1.44;0.747
2651;20130405;1.773;1.442;0.742
2652;20130406;1.767;1.438;0.748
2653;20130407;1.769;1.437;0.747
2654;20130408;1.77;1.44;0.749
2655;20130409;1.765;1.439;0.744
2656;20130410;1.761;1.439;0.74
2657;20130411;1.758;1.437;0.748
2658;20130412;1.756;1.433;0.747
2659;20130413;1.746;1.422;0.744
2660;20130414;1.747;1.422;0.751
2661;20130415;1.748;1.424;0.745
2662;20130416;1.74;1.418;0.749
2663;20130417;1.73;1.409;0.741
2664;20130418;1.728;1.402;0.742
2665;20130419;1.725;1.395;0.743
2666;20130420;1.72;1.391;0.738
2667;20130421;1.72;1.391;0.74
2668;20130422;1.722;1.392;0.739
2669;20130423;1.722;1.392;0.737
2670;20130424;1.72;1.391;0.731
2671;20130425;1.718;1.389;0.732
2672;20130426;1.719;1.391;0.732
2673;20130427;1.719;1.39;0.736
2674;20130428;1.72;1.391;0.731
2675;20130429;1.721;1.393;0.726
2676;20130430;1.721;1.391;0.737
2677;20130501;1.721;1.392;0.726
2678;20130502;1.719;1.387;0.724
2679;20130503;1.715;1.384;0.71
2680;20130504;1.711;1.381;0.712
2681;20130505;1.712;1.382;0.715
2682;20130506;1.713;1.383;0.709
2683;20130507;1.712;1.384;0.704
2684;20130508;1.711;1.383;0.703
2685;20130509;1.709;1.381;0.707
2686;20130510;1.712;1.384;0.7
2687;20130511;1.709;1.382;0.705
2688;20130512;1.711;1.382;0.705
2689;20130513;1.711;1.384;0.699
2690;20130514;1.712;1.384;0.695
2691;20130515;1.711;1.384;0.697
2692;20130516;1.711;1.382;0.698
2693;20130517;1.72;1.389;0.69
2694;20130518;1.726;1.394;0.682
2695;20130519;1.727;1.397;0.694
2696;20130520;1.728;1.396;0.694
2697;20130521;1.73;1.398;0.686
2698;20130522;1.731;1.399;0.688
2699;20130523;1.73;1.398;0.687
2700;20130524;1.731;1.4;0.681
2701;20130525;1.729;1.396;0.681
2702;20130526;1.73;1.397;0.688
2703;20130527;1.732;1.399;0.682
2704;20130528;1.732;1.398;0.685
2705;20130529;1.732;1.399;0.685
2706;20130530;1.737;1.399;0.681
2707;20130531;1.739;1.401;0.683
2708;20130601;1.737;1.398;0.678
2709;20130602;1.737;1.399;0.682
2710;20130603;1.74;1.401;0.686
2711;20130604;1.739;1.399;0.681
2712;20130605;1.735;1.395;0.68
2713;20130606;1.732;1.392;0.682
2714;20130607;1.732;1.393;0.683
2715;20130608;1.728;1.39;0.68
2716;20130609;1.73;1.39;0.685
2717;20130610;1.73;1.391;0.681
2718;20130611;1.731;1.392;0.681
2719;20130612;1.731;1.392;0.679
2720;20130613;1.728;1.39;0.681
2721;20130614;1.729;1.391;0.679
2722;20130615;1.727;1.39;0.684
2723;20130616;1.729;1.391;0.686
2724;20130617;1.729;1.393;0.678
2725;20130618;1.73;1.394;0.682
2726;20130619;1.729;1.393;0.677
2727;20130620;1.728;1.392;0.681
2728;20130621;1.728;1.396;0.683
2729;20130622;1.727;1.394;0.684
2730;20130623;1.728;1.394;0.687
2731;20130624;1.729;1.396;0.682
2732;20130625;1.73;1.397;0.687
2733;20130626;1.729;1.396;0.682
2734;20130627;1.727;1.395;0.681
2735;20130628;1.728;1.396;0.686
2736;20130629;1.725;1.395;0.687
2737;20130630;1.727;1.396;0.689
2738;20130701;1.728;1.397;0.685
2739;20130702;1.729;1.399;0.692
2740;20130703;1.728;1.396;0.694
2741;20130704;1.726;1.398;0.701
2742;20130705;1.729;1.404;0.7
2743;20130706;1.733;1.407;0.704
2744;20130707;1.733;1.408;0.707
2745;20130708;1.735;1.411;0.692
2746;20130709;1.738;1.411;0.681
2747;20130710;1.74;1.412;0.686
2748;20130711;1.746;1.416;0.696
2749;20130712;1.749;1.419;0.708
2750;20130713;1.752;1.418;0.712
2751;20130714;1.752;1.419;0.717
2752;20130715;1.755;1.421;0.709
2753;20130716;1.76;1.421;0.714
2754;20130717;1.762;1.421;0.713
2755;20130718;1.765;1.42;0.714
2756;20130719;1.769;1.427;0.718
2757;20130720;1.768;1.426;0.714
2758;20130721;1.769;1.429;0.721
2759;20130722;1.769;1.429;0.717
2760;20130723;1.769;1.429;0.716
2761;20130724;1.769;1.429;0.717
2762;20130725;1.767;1.427;0.714
2763;20130726;1.769;1.429;0.714
2764;20130727;1.767;1.426;0.715
2765;20130728;1.768;1.428;0.728
2766;20130729;1.768;1.428;0.715
2767;20130730;1.769;1.429;0.713
2768;20130731;1.769;1.428;0.717
2769;20130801;1.767;1.427;0.718
2770;20130802;1.769;1.429;0.712
2771;20130803;1.767;1.427;0.711
2772;20130804;1.769;1.428;0.719
2773;20130805;1.769;1.43;0.717
2774;20130806;1.768;1.43;0.712
2775;20130807;1.768;1.429;0.718
2776;20130808;1.765;1.426;0.703
2777;20130809;1.76;1.421;0.709
2778;20130810;1.757;1.418;0.711
2779;20130811;1.759;1.418;0.722
2780;20130812;1.758;1.419;0.708
2781;20130813;1.759;1.419;0.704
2782;20130814;1.757;1.419;0.707
2783;20130815;1.756;1.417;0.709
2784;20130816;1.758;1.418;0.706
2785;20130817;1.757;1.417;0.705
2786;20130818;1.758;1.419;0.712
2787;20130819;1.759;1.421;0.704
2788;20130820;1.762;1.424;0.7
2789;20130821;1.764;1.429;0.709
2790;20130822;1.764;1.427;0.705
2791;20130823;1.766;1.43;0.704
2792;20130824;1.762;1.427;0.708
2793;20130825;1.764;1.428;0.717
2794;20130826;1.765;1.43;0.703
2795;20130827;1.766;1.429;0.709
2796;20130828;1.765;1.433;0.708
2797;20130829;1.768;1.437;0.707
2798;20130830;1.775;1.442;0.714
2799;20130831;1.774;1.441;0.71
2800;20130901;1.775;1.443;0.712
2801;20130902;1.777;1.444;0.707
2802;20130903;1.775;1.445;0.706
2803;20130904;1.778;1.444;0.708
2804;20130905;1.776;1.442;0.709
2805;20130906;1.777;1.444;0.716
2806;20130907;1.776;1.443;0.713
2807;20130908;1.778;1.444;0.715
2808;20130909;1.779;1.446;0.715
2809;20130910;1.776;1.445;0.705
2810;20130911;1.768;1.444;0.714
2811;20130912;1.765;1.442;0.713
2812;20130913;1.767;1.444;0.72
2813;20130914;1.76;1.442;0.716
2814;20130915;1.76;1.442;0.725
2815;20130916;1.761;1.444;0.715
2816;20130917;1.757;1.443;0.722
2817;20130918;1.756;1.442;0.721
2818;20130919;1.753;1.439;0.723
2819;20130920;1.756;1.441;0.719
2820;20130921;1.75;1.435;0.724
2821;20130922;1.751;1.436;0.72
2822;20130923;1.751;1.438;0.722
2823;20130924;1.748;1.434;0.718
2824;20130925;1.739;1.426;0.718
2825;20130926;1.733;1.421;0.721
2826;20130927;1.729;1.418;0.719
2827;20130928;1.723;1.412;0.71
2828;20130929;1.724;1.413;0.723
2829;20130930;1.725;1.414;0.719
2830;20131001;1.722;1.413;0.713
2831;20131002;1.718;1.412;0.717
2832;20131003;1.715;1.411;0.709
2833;20131004;1.715;1.414;0.715
2834;20131005;1.709;1.41;0.712
2835;20131006;1.71;1.411;0.723
2836;20131007;1.711;1.413;0.711
2837;20131008;1.708;1.413;0.71
2838;20131009;1.705;1.412;0.715
2839;20131010;1.702;1.411;0.705
2840;20131011;1.702;1.413;0.716
2841;20131012;1.7;1.411;0.718
2842;20131013;1.702;1.413;0.72
2843;20131014;1.703;1.414;0.711
2844;20131015;1.702;1.41;0.715
2845;20131016;1.7;1.409;0.713
2846;20131017;1.699;1.407;0.714
2847;20131018;1.7;1.408;0.717
2848;20131019;1.697;1.405;0.717
2849;20131020;1.698;1.405;0.715
2850;20131021;1.699;1.407;0.717
2851;20131022;1.701;1.407;0.72
2852;20131023;1.698;1.407;0.717
2853;20131024;1.695;1.404;0.715
2854;20131025;1.692;1.401;0.715
2855;20131026;1.683;1.392;0.72
2856;20131027;1.685;1.393;0.719
2857;20131028;1.684;1.394;0.716
2858;20131029;1.682;1.392;0.721
2859;20131030;1.68;1.391;0.719
2860;20131031;1.678;1.388;0.716
2861;20131101;1.679;1.39;0.716
2862;20131102;1.675;1.386;0.712
2863;20131103;1.677;1.388;0.715
2864;20131104;1.679;1.39;0.715
2865;20131105;1.678;1.389;0.713
2866;20131106;1.675;1.386;0.715
2867;20131107;1.67;1.382;0.717
2868;20131108;1.668;1.38;0.715
2869;20131109;1.665;1.376;0.72
2870;20131110;1.667;1.378;0.723
2871;20131111;1.668;1.379;0.718
2872;20131112;1.669;1.379;0.72
2873;20131113;1.668;1.378;0.718
2874;20131114;1.667;1.378;0.719
2875;20131115;1.673;1.381;0.724
2876;20131116;1.675;1.379;0.723
2877;20131117;1.676;1.38;0.719
2878;20131118;1.677;1.382;0.72
2879;20131119;1.678;1.384;0.721
2880;20131120;1.677;1.384;0.725
2881;20131121;1.676;1.383;0.722
2882;20131122;1.682;1.391;0.725
2883;20131123;1.683;1.392;0.732
2884;20131124;1.685;1.394;0.731
2885;20131125;1.687;1.396;0.735
2886;20131126;1.688;1.398;0.736
2887;20131127;1.689;1.402;0.739
2888;20131128;1.689;1.403;0.74
2889;20131129;1.693;1.408;0.741
2890;20131130;1.69;1.405;0.737
2891;20131201;1.693;1.406;0.748
2892;20131202;1.693;1.408;0.747
2893;20131203;1.694;1.408;0.746
2894;20131204;1.692;1.407;0.75
2895;20131205;1.691;1.405;0.757
2896;20131206;1.693;1.409;0.753
2897;20131207;1.692;1.406;0.754
2898;20131208;1.692;1.407;0.756
2899;20131209;1.693;1.408;0.759
2900;20131210;1.694;1.408;0.762
2901;20131211;1.692;1.407;0.759
2902;20131212;1.691;1.405;0.761
2903;20131213;1.69;1.407;0.763
2904;20131214;1.685;1.403;0.759
2905;20131215;1.686;1.404;0.771
2906;20131216;1.686;1.405;0.766
2907;20131217;1.683;1.404;0.759
2908;20131218;1.681;1.399;0.765
2909;20131219;1.68;1.396;0.763
2910;20131220;1.681;1.398;0.766
2911;20131221;1.682;1.399;0.768
2912;20131222;1.684;1.4;0.762
2913;20131223;1.684;1.401;0.764
2914;20131224;1.687;1.402;0.76
2915;20131225;1.688;1.402;0.782
2916;20131226;1.686;1.4;0.763
2917;20131227;1.688;1.404;0.765
2918;20131228;1.688;1.403;0.763
2919;20131229;1.689;1.404;0.764
2920;20131230;1.689;1.404;0.76
2921;20131231;1.689;1.404;0.763
2922;20140101;1.697;1.44;0.833
2923;20140102;1.696;1.438;0.824
2924;20140103;1.698;1.441;0.828
2925;20140104;1.694;1.438;0.829
2926;20140105;1.694;1.439;0.828
2927;20140106;1.695;1.44;0.822
2928;20140107;1.694;1.44;0.828
2929;20140108;1.692;1.437;0.828
2930;20140109;1.69;1.434;0.827
2931;20140110;1.692;1.437;0.831
2932;20140111;1.689;1.435;0.829
2933;20140112;1.691;1.435;0.826
2934;20140113;1.692;1.437;0.82
2935;20140114;1.691;1.434;0.819
2936;20140115;1.69;1.431;0.825
2937;20140116;1.685;1.426;0.827
2938;20140117;1.684;1.426;0.823
2939;20140118;1.683;1.423;0.824
2940;20140119;1.683;1.425;0.821
2941;20140120;1.684;1.426;0.818
2942;20140121;1.684;1.427;0.823
2943;20140122;1.684;1.424;0.819
2944;20140123;1.683;1.422;0.819
2945;20140124;1.687;1.427;0.812
2946;20140125;1.686;1.424;0.818
2947;20140126;1.686;1.426;0.825
2948;20140127;1.687;1.427;0.818
2949;20140128;1.688;1.429;0.817
2950;20140129;1.686;1.427;0.816
2951;20140130;1.683;1.425;0.816
2952;20140131;1.685;1.427;0.815
2953;20140201;1.683;1.425;0.817
2954;20140202;1.684;1.426;0.816
2955;20140203;1.685;1.428;0.816
2956;20140204;1.685;1.427;0.813
2957;20140205;1.685;1.427;0.813
2958;20140206;1.683;1.425;0.813
2959;20140207;1.686;1.428;0.81
2960;20140208;1.686;1.426;0.81
2961;20140209;1.686;1.428;0.804
2962;20140210;1.687;1.429;0.818
2963;20140211;1.694;1.434;0.808
2964;20140212;1.696;1.434;0.802
2965;20140213;1.696;1.435;0.8
2966;20140214;1.699;1.439;0.798
2967;20140215;1.698;1.437;0.801
2968;20140216;1.699;1.438;0.8
2969;20140217;1.699;1.439;0.8
2970;20140218;1.7;1.439;0.793
2971;20140219;1.699;1.439;0.79
2972;20140220;1.699;1.438;0.791
2973;20140221;1.702;1.442;0.785
2974;20140222;1.704;1.441;0.787
2975;20140223;1.705;1.441;0.795
2976;20140224;1.705;1.442;0.79
2977;20140225;1.707;1.442;0.79
2978;20140226;1.706;1.44;0.79
2979;20140227;1.705;1.438;0.789
2980;20140228;1.708;1.439;0.792
2981;20140301;1.704;1.435;0.793
2982;20140302;1.704;1.435;0.79
2983;20140303;1.704;1.437;0.789
2984;20140304;1.705;1.438;0.784
2985;20140305;1.704;1.434;0.792
2986;20140306;1.701;1.429;0.784
2987;20140307;1.704;1.43;0.789
